id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,Bitcoin,BTC,bitcoin,10861,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19647281.0,19647281.0,False,,1,,,,2024-03-07T12:58:00.000Z,66671.09184455185,52788895792.572014,-49.6594,-0.19308262,0.88799581,6.41974262,56.17625268,51.13743374,52.50786444,1309905676046.7185,52.1528,1400092928735.59,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:14.836068
1027,Ethereum,ETH,ethereum,8508,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120114025.48534974,120114025.48534974,True,,2,,,,2024-03-07T12:58:00.000Z,3779.2101008194495,24995015896.957474,-51.6881,-0.06415417,-1.21968982,8.94258612,62.92374598,68.80789208,59.80774842,453936138364.31854,18.0779,453936138364.32,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:14.836068
825,Tether USDt,USDT,tether,77188,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100729057191.32367,103797122782.5545,True,,3,,,,2024-03-07T12:57:00.000Z,1.0005790977107218,102739799204.82054,-46.5594,0.0019471,0.03573799,0.0419741,0.16696436,-8.025e-05,0.01438982,100787389157.74634,4.0138,103857231458.74,,2024-03-07T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-07 09:59:14.836068
1839,BNB,BNB,bnb,2084,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149540879.14991823,149540879.14991823,False,,4,,,,2024-03-07T12:57:00.000Z,440.13457431042406,2606371809.827164,-34.273,0.50412394,4.21841959,7.87508667,45.75817677,43.62592058,87.05846865,65818111186.65583,2.6205,65818111186.66,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:14.836068
5426,Solana,SOL,solana,635,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,443013622.20514506,571205417.1939559,True,,5,,,,2024-03-07T12:58:00.000Z,142.6037900676358,6173009952.656973,-36.1595,1.91469628,10.55734682,10.0097263,52.0990934,50.19601532,95.04115466,63175421578.045425,2.5153,81456057399.02,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:14.836068
52,XRP,XRP,xrp,1242,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-07T12:58:00.000Z,0.6197567334045908,2582082886.061766,-41.9167,-0.33764631,2.82749088,3.98730289,24.05075295,9.28046131,-5.21199686,33878401461.43893,1.3492,61975673340.46,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:14.836068
3408,USDC,USDC,usd-coin,17072,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,29136804958.577496,29136804958.577496,False,,7,,,,2024-03-07T12:58:00.000Z,0.9999506968207161,10478297072.693893,-44.4402,-0.00101405,-0.01509191,0.00314774,-0.02201971,-0.00628172,-0.01421946,29135368421.458862,1.16,29135368421.46,,2024-03-07T12:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-07 09:59:14.836068
2010,Cardano,ADA,cardano,1089,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489235521.943,36685854736.851,False,,8,,,,2024-03-07T12:57:00.000Z,0.7318449490458463,977675654.1162679,-54.5996,-0.80700816,1.99607622,5.9336047,49.2582821,40.87987611,41.28983447,25972617762.232414,1.0344,32933022707.06,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:14.836068
74,Dogecoin,DOGE,dogecoin,913,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143368196383.70526,143368196383.70526,True,,9,,,,2024-03-07T12:58:00.000Z,0.1500381655848924,3025053397.027675,-62.4902,-2.54096982,-7.55715534,18.36133803,92.84356696,87.01950246,52.9924162,21510701188.625744,0.8564,21510701188.63,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:14.836068
5994,Shiba Inu,SHIB,shiba-inu,756,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-07T12:57:00.000Z,3.08963861642362e-05,4284281642.170747,-65.8,-3.11779667,-10.20486185,128.89923792,249.92118478,225.67063856,206.76101261,18206913198.964127,0.7251,18214472793.21,,2024-03-07T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-07 09:59:14.836068
5805,Avalanche,AVAX,avalanche,677,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377288160.27803296,435977800.27803296,False,,11,,,,2024-03-07T12:57:00.000Z,42.732367204477455,796923854.1928837,-48.7763,-0.1782496,6.00607109,0.21328675,26.20182534,22.32231866,56.50415379,16122416206.902649,0.6421,30767304387.22,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:14.836068
6636,Polkadot,DOT,polkadot-new,699,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1286781385.6456025,1419041887.353954,True,,12,,,,2024-03-07T12:57:00.000Z,10.373836148383115,699062739.8979317,-41.4767,-0.56323377,4.07299591,19.38888483,55.7240395,43.78611872,58.04901198,13348859253.476864,0.5316,14720908027.1,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:14.836068
1958,TRON,TRX,tron,940,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87920012838.66838,87920128801.18509,True,,13,71659659264.0,9808071952.889252,,2024-03-07T12:57:00.000Z,0.13687020080231638,396621646.95669025,-49.1057,-0.02387639,-0.41433293,-3.82437063,13.59220595,32.10022509,28.99953677,12033629811.770775,0.4792,12033645683.58,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:14.836068
1975,Chainlink,LINK,chainlink,1671,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-07T12:57:00.000Z,19.852544631167998,590431980.6555457,-51.4798,-0.30648283,2.13409431,-0.74144807,6.98537844,46.3753453,20.60195872,11655428366.37136,0.4642,19852544631.17,,2024-03-07T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-07 09:59:14.836068
3890,Polygon,MATIC,polygon,1299,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899144950.950434,10000000000.0,False,,15,,,,2024-03-07T12:57:00.000Z,1.1278182944501098,766212420.3308976,-46.3784,-0.39376302,6.27579685,8.39419553,43.5761563,35.41355404,27.11680067,11164436775.095335,0.4446,11278182944.5,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:14.836068
1,Bitcoin,BTC,bitcoin,10861,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19647281.0,19647281.0,False,,1,,,,2024-03-07T12:58:00.000Z,66671.09184455185,52788895792.572014,-49.6594,-0.19308262,0.88799581,6.41974262,56.17625268,51.13743374,52.50786444,1309905676046.7185,52.1528,1400092928735.59,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:20.621752
1027,Ethereum,ETH,ethereum,8508,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120114025.48534974,120114025.48534974,True,,2,,,,2024-03-07T12:58:00.000Z,3779.2101008194495,24995015896.957474,-51.6881,-0.06415417,-1.21968982,8.94258612,62.92374598,68.80789208,59.80774842,453936138364.31854,18.0779,453936138364.32,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:20.621752
825,Tether USDt,USDT,tether,77188,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100729057191.32367,103797122782.5545,True,,3,,,,2024-03-07T12:57:00.000Z,1.0005790977107218,102739799204.82054,-46.5594,0.0019471,0.03573799,0.0419741,0.16696436,-8.025e-05,0.01438982,100787389157.74634,4.0138,103857231458.74,,2024-03-07T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-07 09:59:20.621752
1839,BNB,BNB,bnb,2084,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149540879.14991823,149540879.14991823,False,,4,,,,2024-03-07T12:57:00.000Z,440.13457431042406,2606371809.827164,-34.273,0.50412394,4.21841959,7.87508667,45.75817677,43.62592058,87.05846865,65818111186.65583,2.6205,65818111186.66,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:20.621752
5426,Solana,SOL,solana,635,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,443013622.20514506,571205417.1939559,True,,5,,,,2024-03-07T12:58:00.000Z,142.6037900676358,6173009952.656973,-36.1595,1.91469628,10.55734682,10.0097263,52.0990934,50.19601532,95.04115466,63175421578.045425,2.5153,81456057399.02,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:20.621752
52,XRP,XRP,xrp,1242,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-07T12:58:00.000Z,0.6197567334045908,2582082886.061766,-41.9167,-0.33764631,2.82749088,3.98730289,24.05075295,9.28046131,-5.21199686,33878401461.43893,1.3492,61975673340.46,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:20.621752
3408,USDC,USDC,usd-coin,17072,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,29136804958.577496,29136804958.577496,False,,7,,,,2024-03-07T12:58:00.000Z,0.9999506968207161,10478297072.693893,-44.4402,-0.00101405,-0.01509191,0.00314774,-0.02201971,-0.00628172,-0.01421946,29135368421.458862,1.16,29135368421.46,,2024-03-07T12:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-07 09:59:20.621752
2010,Cardano,ADA,cardano,1089,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489235521.943,36685854736.851,False,,8,,,,2024-03-07T12:57:00.000Z,0.7318449490458463,977675654.1162679,-54.5996,-0.80700816,1.99607622,5.9336047,49.2582821,40.87987611,41.28983447,25972617762.232414,1.0344,32933022707.06,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:20.621752
74,Dogecoin,DOGE,dogecoin,913,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143368196383.70526,143368196383.70526,True,,9,,,,2024-03-07T12:58:00.000Z,0.1500381655848924,3025053397.027675,-62.4902,-2.54096982,-7.55715534,18.36133803,92.84356696,87.01950246,52.9924162,21510701188.625744,0.8564,21510701188.63,,2024-03-07T12:58:00.000Z,,,,,,2024-03-07 09:59:20.621752
5994,Shiba Inu,SHIB,shiba-inu,756,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-07T12:57:00.000Z,3.08963861642362e-05,4284281642.170747,-65.8,-3.11779667,-10.20486185,128.89923792,249.92118478,225.67063856,206.76101261,18206913198.964127,0.7251,18214472793.21,,2024-03-07T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-07 09:59:20.621752
5805,Avalanche,AVAX,avalanche,677,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377288160.27803296,435977800.27803296,False,,11,,,,2024-03-07T12:57:00.000Z,42.732367204477455,796923854.1928837,-48.7763,-0.1782496,6.00607109,0.21328675,26.20182534,22.32231866,56.50415379,16122416206.902649,0.6421,30767304387.22,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:20.621752
6636,Polkadot,DOT,polkadot-new,699,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1286781385.6456025,1419041887.353954,True,,12,,,,2024-03-07T12:57:00.000Z,10.373836148383115,699062739.8979317,-41.4767,-0.56323377,4.07299591,19.38888483,55.7240395,43.78611872,58.04901198,13348859253.476864,0.5316,14720908027.1,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:20.621752
1958,TRON,TRX,tron,940,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87920012838.66838,87920128801.18509,True,,13,71659659264.0,9808071952.889252,,2024-03-07T12:57:00.000Z,0.13687020080231638,396621646.95669025,-49.1057,-0.02387639,-0.41433293,-3.82437063,13.59220595,32.10022509,28.99953677,12033629811.770775,0.4792,12033645683.58,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:20.621752
1975,Chainlink,LINK,chainlink,1671,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-07T12:57:00.000Z,19.852544631167998,590431980.6555457,-51.4798,-0.30648283,2.13409431,-0.74144807,6.98537844,46.3753453,20.60195872,11655428366.37136,0.4642,19852544631.17,,2024-03-07T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-07 09:59:20.621752
3890,Polygon,MATIC,polygon,1299,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899144950.950434,10000000000.0,False,,15,,,,2024-03-07T12:57:00.000Z,1.1278182944501098,766212420.3308976,-46.3784,-0.39376302,6.27579685,8.39419553,43.5761563,35.41355404,27.11680067,11164436775.095335,0.4446,11278182944.5,,2024-03-07T12:57:00.000Z,,,,,,2024-03-07 09:59:20.621752
